Produk sering beli,Saluran belanja,Motivasi utama pembelian,Hobi,Minat,Pernyataan: Membaca adalah bagian penting dari pengembangan diri saya,Pernyataan: Saya sering mencari inspirasi untuk kegiatan kreatif dari buku atau alat tulis,Pernyataan: Saya berusaha menerapkan gaya hidup minimalis dalam hal kepemilikan barang,Pernyataan: Saya nyaman menggunakan teknologi digital untuk membaca dan mencatat,cluster
"{'Alat Kantor/Sekolah', 'Novel Fiksi'}",{'Toko buku independen lainnya'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Untuk mengekspresikan kreativitas', 'Kado atau hadiah'}",{'Lifestyle'},{'edukasi'},{'Sangat Setuju'},{'Setuju'},{'Sangat Setuju'},{'Tidak Setuju'},0
"{'Sport & mainanan', 'Buku Anak'}",{'Website Gramedia.com'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)'}",{'Literasi'},"{'edukasi', 'Self Wear'}",{'Tidak Setuju'},{'Sangat Tidak Setuju'},{'Setuju'},{'Sangat Setuju'},0
"{'Sport & mainanan', 'Alat Seni'}",{'Aplikasi Gramedia.com'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', ""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Kado atau hadiah'}","{'Literasi', 'Lifestyle', 'Aktivitas Rekreasional'}","{'edukasi', 'Self Wear', 'Daily needs'}",{'Netral'},{'Netral'},{'Sangat Setuju'},{'Tidak Setuju'},0
"{'Sport & mainanan', 'Alat Seni'}",{'Toko buku independen lainnya'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)'}",{'Aktivitas Rekreasional'},"{'edukasi', 'Self Wear'}",{'Sangat Setuju'},{'Sangat Tidak Setuju'},{'Netral'},{'Setuju'},1
"{'Novel Fiksi', 'Buku Anak'}",{'Aplikasi Gramedia.com'},"{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)'}","{'Lifestyle', 'Aktivitas Rekreasional', 'Seni'}",{'edukasi'},{'Tidak Setuju'},{'Sangat Setuju'},{'Netral'},{'Setuju'},1
"{'Sport & mainanan', 'Komik'}",{'Toko Gramedia'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Hiburan atau relaksasi', 'Untuk mengekspresikan kreativitas'}",{'Aktivitas Rekreasional'},"{'edukasi', 'Alat Seni'}",{'Sangat Tidak Setuju'},{'Netral'},{'Netral'},{'Setuju'},4
"{'Sport & mainanan', 'Novel Fiksi'}",{'Aplikasi Gramedia.com'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Hiburan atau relaksasi', 'Kado atau hadiah'}","{'Lifestyle', 'Aktivitas Rekreasional'}","{'edukasi', 'Self Wear', 'Alat Seni'}",{'Tidak Setuju'},{'Netral'},{'Sangat Setuju'},{'Tidak Setuju'},0
"{'Alat Kantor/Sekolah', 'Alat Seni'}","{'Marketplace (Shopee, Tokopedia, dll.)'}","{""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Hiburan atau relaksasi'}",{'Literasi'},"{'Self Wear', 'Daily needs', 'Alat Seni'}",{'Setuju'},{'Setuju'},{'Sangat Setuju'},{'Tidak Setuju'},0
{'Alat Kantor/Sekolah'},"{'Marketplace (Shopee, Tokopedia, dll.)'}","{'Hiburan atau relaksasi', 'Menambah pengetahuan', 'Untuk mengekspresikan kreativitas'}",{'Aktivitas Rekreasional'},"{'edukasi', 'Daily needs'}",{'Sangat Tidak Setuju'},{'Setuju'},{'Tidak Setuju'},{'Setuju'},0
{'Alat Kantor/Sekolah'},{'Toko alat tulis lainnya'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)'}","{'Literasi', 'Aktivitas Rekreasional', 'Seni'}","{'edukasi', 'Alat Seni'}",{'Tidak Setuju'},{'Netral'},{'Sangat Setuju'},{'Sangat Tidak Setuju'},1
{'Sport & mainanan'},{'Website Gramedia.com'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri""}",{'Lifestyle'},{'edukasi'},{'Netral'},{'Netral'},{'Netral'},{'Netral'},4
{'Alat Kantor/Sekolah'},"{'Marketplace (Shopee, Tokopedia, dll.)'}","{""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Untuk mengekspresikan kreativitas'}","{'Lifestyle', 'Aktivitas Rekreasional', 'Seni'}","{'edukasi', 'Self Wear'}",{'Sangat Setuju'},{'Netral'},{'Sangat Setuju'},{'Netral'},0
"{'Edukasi', 'Alat Kantor/Sekolah', 'Alat Seni'}",{'Toko buku independen lainnya'},"{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', 'Untuk mengekspresikan kreativitas', 'Kado atau hadiah'}",{'Literasi'},{'edukasi'},{'Netral'},{'Tidak Setuju'},{'Setuju'},{'Sangat Setuju'},3
"{'Sport & mainanan', 'Novel Fiksi', 'Alat Seni'}",{'Toko Gramedia'},"{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', 'Untuk mengekspresikan kreativitas'}","{'Literasi', 'Seni'}","{'edukasi', 'Self Wear'}",{'Netral'},{'Setuju'},{'Sangat Tidak Setuju'},{'Sangat Tidak Setuju'},3
{'Sport & mainanan'},"{'Marketplace (Shopee, Tokopedia, dll.)'}","{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', 'Untuk mengekspresikan kreativitas'}","{'Aktivitas Rekreasional', 'Seni'}","{'edukasi', 'Self Wear'}",{'Netral'},{'Sangat Tidak Setuju'},{'Sangat Tidak Setuju'},{'Sangat Tidak Setuju'},0
"{'Alat Kantor/Sekolah', 'Alat Seni'}",{'Toko buku independen lainnya'},"{'Menambah pengetahuan', 'Untuk mengekspresikan kreativitas', 'Kado atau hadiah'}","{'Lifestyle', 'Aktivitas Rekreasional', 'Seni'}",{'Daily needs'},{'Tidak Setuju'},{'Setuju'},{'Tidak Setuju'},{'Sangat Tidak Setuju'},3
{'Sport & mainanan'},{'Website Gramedia.com'},"{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', 'Hiburan atau relaksasi', 'Kado atau hadiah'}","{'Lifestyle', 'Seni'}","{'edukasi', 'Self Wear'}",{'Sangat Tidak Setuju'},{'Netral'},{'Netral'},{'Netral'},4
{'Alat Kantor/Sekolah'},{'Toko Gramedia'},"{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', 'Menambah pengetahuan', 'Untuk mengekspresikan kreativitas'}",{'Lifestyle'},"{'Self Wear', 'Alat Seni'}",{'Tidak Setuju'},{'Tidak Setuju'},{'Sangat Setuju'},{'Sangat Setuju'},3
{'Alat Seni'},{'Aplikasi Gramedia.com'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri""}","{'Literasi', 'Aktivitas Rekreasional', 'Seni'}","{'edukasi', 'Self Wear'}",{'Setuju'},{'Tidak Setuju'},{'Tidak Setuju'},{'Tidak Setuju'},2
"{'Edukasi', 'Alat Kantor/Sekolah', 'Komik'}",{'Toko buku independen lainnya'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', ""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Kado atau hadiah'}",{'Aktivitas Rekreasional'},{'edukasi'},{'Netral'},{'Sangat Tidak Setuju'},{'Setuju'},{'Netral'},4
"{'Sport & mainanan', 'Komik'}",{'Website Gramedia.com'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Hiburan atau relaksasi', 'Kado atau hadiah'}","{'Literasi', 'Aktivitas Rekreasional', 'Seni'}",{'edukasi'},{'Tidak Setuju'},{'Sangat Setuju'},{'Setuju'},{'Setuju'},1
"{'Edukasi', 'Alat Seni'}",{'Toko buku independen lainnya'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Menambah pengetahuan', 'Kado atau hadiah'}",{'Seni'},"{'edukasi', 'Self Wear', 'Alat Seni'}",{'Sangat Tidak Setuju'},{'Netral'},{'Netral'},{'Setuju'},1
"{'Komik', 'Alat Seni'}",{'Aplikasi Gramedia Digital (ebook)'},"{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', 'Untuk mengekspresikan kreativitas'}","{'Lifestyle', 'Aktivitas Rekreasional', 'Seni'}",{'edukasi'},{'Tidak Setuju'},{'Sangat Tidak Setuju'},{'Setuju'},{'Sangat Setuju'},4
"{'Sport & mainanan', 'Novel Fiksi', 'Komik'}",{'Aplikasi Gramedia Digital (ebook)'},{'Hiburan atau relaksasi'},"{'Literasi', 'Lifestyle'}","{'edukasi', 'Self Wear'}",{'Sangat Setuju'},{'Sangat Setuju'},{'Tidak Setuju'},{'Tidak Setuju'},0
{'Novel Fiksi'},{'Aplikasi Gramedia Digital (ebook)'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Menambah pengetahuan', 'Untuk mengekspresikan kreativitas'}","{'Literasi', 'Aktivitas Rekreasional'}",{'edukasi'},{'Tidak Setuju'},{'Tidak Setuju'},{'Sangat Tidak Setuju'},{'Sangat Tidak Setuju'},2
"{'Alat Kantor/Sekolah', 'Alat Seni', 'Buku Non-Fiksi'}",{'Toko Gramedia'},{'Kado atau hadiah'},{'Seni'},"{'Self Wear', 'Alat Seni'}",{'Sangat Setuju'},{'Tidak Setuju'},{'Tidak Setuju'},{'Sangat Setuju'},2
"{'Edukasi', 'Novel Fiksi'}",{'Website Gramedia.com'},"{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', 'Hiburan atau relaksasi'}","{'Lifestyle', 'Seni'}",{'edukasi'},{'Sangat Tidak Setuju'},{'Sangat Tidak Setuju'},{'Tidak Setuju'},{'Setuju'},1
"{'Novel Fiksi', 'Buku Anak'}",{'Toko alat tulis lainnya'},"{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', 'Kado atau hadiah'}","{'Aktivitas Rekreasional', 'Seni'}","{'Self Wear', 'Alat Seni'}",{'Sangat Tidak Setuju'},{'Setuju'},{'Netral'},{'Sangat Setuju'},1
{'Sport & mainanan'},{'Aplikasi Gramedia Digital (ebook)'},"{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', 'Hiburan atau relaksasi'}","{'Literasi', 'Aktivitas Rekreasional', 'Seni'}","{'edukasi', 'Self Wear'}",{'Sangat Setuju'},{'Netral'},{'Netral'},{'Sangat Tidak Setuju'},4
"{'Komik', 'Novel Fiksi', 'Buku Anak'}",{'Aplikasi Gramedia Digital (ebook)'},"{'Hiburan atau relaksasi', 'Untuk mengekspresikan kreativitas', 'Kado atau hadiah'}","{'Literasi', 'Aktivitas Rekreasional'}","{'edukasi', 'Daily needs'}",{'Sangat Setuju'},{'Setuju'},{'Sangat Setuju'},{'Sangat Tidak Setuju'},0
"{'Sport & mainanan', 'Buku Non-Fiksi', 'Alat Seni'}",{'Website Gramedia.com'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', ""Sebagai bentuk 'self-reward' atau apresiasi diri""}","{'Literasi', 'Lifestyle', 'Aktivitas Rekreasional'}","{'edukasi', 'Self Wear', 'Daily needs'}",{'Netral'},{'Setuju'},{'Tidak Setuju'},{'Setuju'},3
{'Sport & mainanan'},"{'Marketplace (Shopee, Tokopedia, dll.)'}","{""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Kado atau hadiah'}","{'Lifestyle', 'Aktivitas Rekreasional', 'Seni'}","{'edukasi', 'Alat Seni'}",{'Tidak Setuju'},{'Sangat Tidak Setuju'},{'Setuju'},{'Tidak Setuju'},0
"{'Sport & mainanan', 'Buku Non-Fiksi'}",{'Toko buku independen lainnya'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', 'Untuk mengekspresikan kreativitas'}","{'Literasi', 'Aktivitas Rekreasional', 'Seni'}","{'Self Wear', 'Alat Seni'}",{'Sangat Setuju'},{'Tidak Setuju'},{'Sangat Tidak Setuju'},{'Sangat Setuju'},3
{'Alat Kantor/Sekolah'},{'Toko Gramedia'},"{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', 'Menambah pengetahuan', 'Untuk mengekspresikan kreativitas'}","{'Literasi', 'Aktivitas Rekreasional', 'Seni'}",{'Self Wear'},{'Tidak Setuju'},{'Setuju'},{'Netral'},{'Tidak Setuju'},1
"{'Sport & mainanan', 'Novel Fiksi', 'Alat Seni'}","{'Marketplace (Shopee, Tokopedia, dll.)'}","{""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Hiburan atau relaksasi', 'Untuk mengekspresikan kreativitas'}","{'Aktivitas Rekreasional', 'Seni'}","{'edukasi', 'Daily needs'}",{'Tidak Setuju'},{'Tidak Setuju'},{'Tidak Setuju'},{'Sangat Setuju'},3
{'Sport & mainanan'},{'Toko alat tulis lainnya'},{'Menambah pengetahuan'},{'Seni'},"{'Self Wear', 'Alat Seni'}",{'Sangat Tidak Setuju'},{'Setuju'},{'Tidak Setuju'},{'Sangat Setuju'},3
"{'Edukasi', 'Alat Kantor/Sekolah', 'Buku Non-Fiksi'}",{'Toko alat tulis lainnya'},{'Kado atau hadiah'},"{'Lifestyle', 'Aktivitas Rekreasional'}","{'edukasi', 'Self Wear'}",{'Tidak Setuju'},{'Setuju'},{'Tidak Setuju'},{'Setuju'},1
"{'Alat Kantor/Sekolah', 'Komik', 'Alat Seni'}",{'Toko Gramedia'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Menambah pengetahuan', 'Untuk mengekspresikan kreativitas'}","{'Lifestyle', 'Seni'}","{'edukasi', 'Self Wear'}",{'Tidak Setuju'},{'Sangat Tidak Setuju'},{'Setuju'},{'Sangat Setuju'},4
"{'Buku Anak', 'Alat Seni'}",{'Website Gramedia.com'},{'Menambah pengetahuan'},{'Aktivitas Rekreasional'},{'edukasi'},{'Sangat Tidak Setuju'},{'Netral'},{'Sangat Tidak Setuju'},{'Tidak Setuju'},4
"{'Sport & mainanan', 'Novel Fiksi', 'Buku Anak'}",{'Website Gramedia.com'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Hiburan atau relaksasi', 'Kado atau hadiah'}","{'Literasi', 'Seni'}","{'Self Wear', 'Daily needs'}",{'Tidak Setuju'},{'Sangat Setuju'},{'Sangat Setuju'},{'Tidak Setuju'},0
"{'Alat Kantor/Sekolah', 'Komik'}",{'Toko buku independen lainnya'},"{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', 'Untuk mengekspresikan kreativitas'}","{'Literasi', 'Aktivitas Rekreasional'}",{'Self Wear'},{'Sangat Tidak Setuju'},{'Sangat Setuju'},{'Tidak Setuju'},{'Setuju'},3
{'Buku Anak'},{'Toko buku independen lainnya'},"{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', 'Hiburan atau relaksasi', 'Menambah pengetahuan'}","{'Aktivitas Rekreasional', 'Seni'}","{'edukasi', 'Self Wear'}",{'Sangat Setuju'},{'Sangat Setuju'},{'Setuju'},{'Sangat Tidak Setuju'},2
"{'Alat Kantor/Sekolah', 'Alat Seni'}",{'Aplikasi Gramedia Digital (ebook)'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Menambah pengetahuan'}","{'Literasi', 'Aktivitas Rekreasional'}","{'edukasi', 'Alat Seni'}",{'Sangat Tidak Setuju'},{'Sangat Tidak Setuju'},{'Sangat Setuju'},{'Sangat Tidak Setuju'},0
"{'Buku Non-Fiksi', 'Alat Seni'}","{'Marketplace (Shopee, Tokopedia, dll.)'}","{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Kado atau hadiah'}","{'Lifestyle', 'Aktivitas Rekreasional', 'Seni'}","{'edukasi', 'Self Wear', 'Alat Seni'}",{'Sangat Tidak Setuju'},{'Tidak Setuju'},{'Sangat Tidak Setuju'},{'Sangat Setuju'},2
{'Alat Seni'},{'Toko Gramedia'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Menambah pengetahuan'}","{'Aktivitas Rekreasional', 'Seni'}","{'edukasi', 'Self Wear'}",{'Setuju'},{'Sangat Setuju'},{'Netral'},{'Setuju'},1
"{'Sport & mainanan', 'Alat Kantor/Sekolah', 'Buku Anak'}",{'Aplikasi Gramedia.com'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Menambah pengetahuan', 'Kado atau hadiah'}","{'Literasi', 'Lifestyle'}",{'Daily needs'},{'Netral'},{'Sangat Tidak Setuju'},{'Netral'},{'Netral'},2
"{'Sport & mainanan', 'Alat Kantor/Sekolah', 'Komik'}",{'Toko alat tulis lainnya'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', 'Menambah pengetahuan'}","{'Literasi', 'Lifestyle', 'Aktivitas Rekreasional'}","{'edukasi', 'Alat Seni'}",{'Tidak Setuju'},{'Setuju'},{'Netral'},{'Sangat Tidak Setuju'},1
"{'Alat Kantor/Sekolah', 'Novel Fiksi'}",{'Toko alat tulis lainnya'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Menambah pengetahuan', 'Untuk mengekspresikan kreativitas'}",{'Aktivitas Rekreasional'},"{'edukasi', 'Self Wear', 'Alat Seni'}",{'Setuju'},{'Sangat Setuju'},{'Sangat Setuju'},{'Setuju'},1
"{'Alat Kantor/Sekolah', 'Alat Seni'}",{'Toko alat tulis lainnya'},"{'Menambah pengetahuan', 'Untuk mengekspresikan kreativitas', 'Kado atau hadiah'}",{'Seni'},"{'edukasi', 'Self Wear', 'Daily needs'}",{'Sangat Setuju'},{'Sangat Setuju'},{'Sangat Tidak Setuju'},{'Tidak Setuju'},1
"{'Alat Kantor/Sekolah', 'Komik', 'Buku Non-Fiksi'}","{'Marketplace (Shopee, Tokopedia, dll.)'}","{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', ""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Untuk mengekspresikan kreativitas'}","{'Lifestyle', 'Aktivitas Rekreasional'}",{'Self Wear'},{'Sangat Setuju'},{'Sangat Setuju'},{'Tidak Setuju'},{'Setuju'},0
"{'Novel Fiksi', 'Komik', 'Alat Seni'}",{'Aplikasi Gramedia.com'},"{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', 'Hiburan atau relaksasi', 'Untuk mengekspresikan kreativitas'}","{'Literasi', 'Lifestyle'}","{'Self Wear', 'Alat Seni'}",{'Setuju'},{'Sangat Setuju'},{'Tidak Setuju'},{'Sangat Tidak Setuju'},2
"{'Alat Kantor/Sekolah', 'Alat Seni'}",{'Toko alat tulis lainnya'},"{'Hiburan atau relaksasi', 'Untuk mengekspresikan kreativitas'}","{'Literasi', 'Lifestyle', 'Aktivitas Rekreasional'}",{'Alat Seni'},{'Tidak Setuju'},{'Sangat Setuju'},{'Netral'},{'Sangat Setuju'},1
"{'Sport & mainanan', 'Buku Anak', 'Buku Non-Fiksi'}",{'Aplikasi Gramedia Digital (ebook)'},"{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)'}","{'Literasi', 'Lifestyle', 'Aktivitas Rekreasional'}","{'edukasi', 'Self Wear', 'Alat Seni'}",{'Sangat Setuju'},{'Sangat Tidak Setuju'},{'Tidak Setuju'},{'Netral'},0
"{'Edukasi', 'Sport & mainanan'}",{'Toko buku independen lainnya'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Untuk mengekspresikan kreativitas', 'Kado atau hadiah'}","{'Literasi', 'Aktivitas Rekreasional', 'Seni'}",{'edukasi'},{'Sangat Setuju'},{'Sangat Setuju'},{'Tidak Setuju'},{'Sangat Tidak Setuju'},3
{'Buku Non-Fiksi'},{'Aplikasi Gramedia.com'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)'}","{'Literasi', 'Seni'}","{'edukasi', 'Self Wear'}",{'Netral'},{'Sangat Setuju'},{'Netral'},{'Setuju'},1
"{'Edukasi', 'Alat Kantor/Sekolah', 'Komik'}",{'Toko alat tulis lainnya'},"{'Hiburan atau relaksasi', 'Untuk mengekspresikan kreativitas', 'Kado atau hadiah'}",{'Aktivitas Rekreasional'},{'edukasi'},{'Setuju'},{'Tidak Setuju'},{'Setuju'},{'Sangat Setuju'},2
"{'Edukasi', 'Komik', 'Buku Non-Fiksi'}",{'Aplikasi Gramedia Digital (ebook)'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Kado atau hadiah'}",{'Lifestyle'},{'Self Wear'},{'Sangat Setuju'},{'Sangat Setuju'},{'Sangat Setuju'},{'Sangat Setuju'},0
{'Alat Kantor/Sekolah'},{'Toko alat tulis lainnya'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri""}","{'Aktivitas Rekreasional', 'Seni'}","{'Self Wear', 'Alat Seni'}",{'Sangat Tidak Setuju'},{'Sangat Tidak Setuju'},{'Setuju'},{'Sangat Tidak Setuju'},2
"{'Sport & mainanan', 'Alat Kantor/Sekolah', 'Komik'}",{'Toko Gramedia'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)'}","{'Aktivitas Rekreasional', 'Seni'}","{'Daily needs', 'Alat Seni'}",{'Netral'},{'Setuju'},{'Sangat Tidak Setuju'},{'Netral'},3
{'Alat Kantor/Sekolah'},{'Toko alat tulis lainnya'},"{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)'}","{'Lifestyle', 'Seni'}",{'Self Wear'},{'Sangat Setuju'},{'Setuju'},{'Tidak Setuju'},{'Tidak Setuju'},0
"{'Buku Anak', 'Alat Seni'}",{'Aplikasi Gramedia.com'},{'Kado atau hadiah'},{'Lifestyle'},"{'edukasi', 'Self Wear', 'Alat Seni'}",{'Sangat Setuju'},{'Setuju'},{'Tidak Setuju'},{'Netral'},4
"{'Edukasi', 'Novel Fiksi', 'Alat Seni'}",{'Toko buku independen lainnya'},"{'Hiburan atau relaksasi', 'Untuk mengekspresikan kreativitas'}",{'Aktivitas Rekreasional'},{'Self Wear'},{'Setuju'},{'Setuju'},{'Setuju'},{'Sangat Setuju'},2
"{'Sport & mainanan', 'Alat Kantor/Sekolah'}",{'Website Gramedia.com'},"{'Hiburan atau relaksasi', 'Menambah pengetahuan'}","{'Literasi', 'Aktivitas Rekreasional'}","{'edukasi', 'Self Wear'}",{'Sangat Setuju'},{'Tidak Setuju'},{'Netral'},{'Setuju'},1
"{'Novel Fiksi', 'Buku Anak', 'Alat Seni'}",{'Toko Gramedia'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Hiburan atau relaksasi', ""Sebagai bentuk 'self-reward' atau apresiasi diri""}",{'Lifestyle'},{'Self Wear'},{'Netral'},{'Setuju'},{'Sangat Tidak Setuju'},{'Sangat Setuju'},3
"{'Alat Kantor/Sekolah', 'Komik'}",{'Toko alat tulis lainnya'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)'}","{'Literasi', 'Lifestyle', 'Aktivitas Rekreasional'}","{'edukasi', 'Self Wear', 'Daily needs'}",{'Sangat Setuju'},{'Sangat Tidak Setuju'},{'Tidak Setuju'},{'Netral'},0
"{'Alat Kantor/Sekolah', 'Komik', 'Alat Seni'}",{'Toko alat tulis lainnya'},"{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)'}",{'Lifestyle'},{'edukasi'},{'Netral'},{'Setuju'},{'Netral'},{'Netral'},1
"{'Sport & mainanan', 'Alat Kantor/Sekolah'}",{'Toko Gramedia'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Untuk mengekspresikan kreativitas'}","{'Lifestyle', 'Aktivitas Rekreasional'}",{'edukasi'},{'Tidak Setuju'},{'Tidak Setuju'},{'Netral'},{'Netral'},1
"{'Sport & mainanan', 'Alat Kantor/Sekolah', 'Buku Non-Fiksi'}",{'Toko Gramedia'},"{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', 'Untuk mengekspresikan kreativitas'}","{'Aktivitas Rekreasional', 'Seni'}",{'edukasi'},{'Sangat Tidak Setuju'},{'Sangat Tidak Setuju'},{'Tidak Setuju'},{'Tidak Setuju'},0
"{'Sport & mainanan', 'Buku Non-Fiksi'}",{'Aplikasi Gramedia.com'},"{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', 'Hiburan atau relaksasi'}","{'Literasi', 'Aktivitas Rekreasional'}","{'edukasi', 'Alat Seni'}",{'Setuju'},{'Sangat Setuju'},{'Netral'},{'Setuju'},1
"{'Edukasi', 'Novel Fiksi'}",{'Toko buku independen lainnya'},"{'Hiburan atau relaksasi', 'Untuk mengekspresikan kreativitas'}","{'Literasi', 'Lifestyle', 'Seni'}",{'Self Wear'},{'Tidak Setuju'},{'Sangat Setuju'},{'Sangat Tidak Setuju'},{'Netral'},1
{'Alat Kantor/Sekolah'},"{'Marketplace (Shopee, Tokopedia, dll.)'}","{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', ""Sebagai bentuk 'self-reward' atau apresiasi diri""}","{'Literasi', 'Lifestyle'}","{'Self Wear', 'Alat Seni'}",{'Setuju'},{'Setuju'},{'Netral'},{'Setuju'},1
"{'Edukasi', 'Komik', 'Buku Non-Fiksi'}",{'Website Gramedia.com'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', ""Sebagai bentuk 'self-reward' atau apresiasi diri""}","{'Aktivitas Rekreasional', 'Seni'}",{'edukasi'},{'Sangat Tidak Setuju'},{'Sangat Tidak Setuju'},{'Sangat Setuju'},{'Setuju'},1
"{'Novel Fiksi', 'Buku Non-Fiksi'}",{'Toko buku independen lainnya'},{'Hiburan atau relaksasi'},"{'Literasi', 'Seni'}",{'Self Wear'},{'Sangat Setuju'},{'Setuju'},{'Tidak Setuju'},{'Setuju'},3
"{'Edukasi', 'Alat Kantor/Sekolah'}",{'Toko alat tulis lainnya'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Menambah pengetahuan', ""Sebagai bentuk 'self-reward' atau apresiasi diri""}","{'Literasi', 'Aktivitas Rekreasional'}",{'Self Wear'},{'Tidak Setuju'},{'Sangat Tidak Setuju'},{'Tidak Setuju'},{'Sangat Setuju'},3
"{'Edukasi', 'Alat Kantor/Sekolah'}",{'Toko buku independen lainnya'},"{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', 'Untuk mengekspresikan kreativitas', 'Kado atau hadiah'}","{'Literasi', 'Aktivitas Rekreasional', 'Seni'}","{'edukasi', 'Alat Seni'}",{'Sangat Tidak Setuju'},{'Sangat Tidak Setuju'},{'Setuju'},{'Setuju'},4
"{'Sport & mainanan', 'Alat Kantor/Sekolah', 'Alat Seni'}",{'Website Gramedia.com'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Menambah pengetahuan', ""Sebagai bentuk 'self-reward' atau apresiasi diri""}",{'Literasi'},"{'edukasi', 'Self Wear', 'Alat Seni'}",{'Tidak Setuju'},{'Tidak Setuju'},{'Sangat Tidak Setuju'},{'Tidak Setuju'},0
