Produk sering beli,Saluran belanja,Motivasi utama pembelian,Hobi,Minat,Pernyataan: Membaca adalah bagian penting dari pengembangan diri saya,Pernyataan: Saya sering mencari inspirasi untuk kegiatan kreatif dari buku atau alat tulis,Pernyataan: Saya berusaha menerapkan gaya hidup minimalis dalam hal kepemilikan barang,Pernyataan: Saya nyaman menggunakan teknologi digital untuk membaca dan mencatat,cluster
"{'Buku Anak', 'Buku Pelajaran/Edukasi (Termasuk Latihan Soal, Kamus)', 'Alat Musik'}",{'Aplikasi Gramedia Digital (ebook)'},"{'Hiburan atau relaksasi', 'Untuk mengekspresikan kreativitas', 'Kado atau hadiah'}","{'Menghadiri acara budaya atau edukasi', 'Olahraga', 'Menulis (diari, blog, atau lainnya)'}","{'Buku fiksi (novel, komik, buku anak)'}",{'Sangat Tidak Setuju'},{'Tidak Setuju'},{'Sangat Setuju'},{'Netral'},0
{'Perlengkapan Seni/Kreatif'},{'Toko buku independen lainnya'},"{'Hiburan atau relaksasi', 'Menambah pengetahuan'}","{'Menulis (diari, blog, atau lainnya)', 'Olahraga'}","{'Alat Musik & kesenian', 'Buku Edukasi (Buku Teks, Latihan Soal, Kamus)'}",{'Setuju'},{'Netral'},{'Netral'},{'Sangat Setuju'},2
"{'Buku Pelajaran/Edukasi (Termasuk Latihan Soal, Kamus)'}",{'Aplikasi Gramedia Digital (ebook)'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Hiburan atau relaksasi'}",{'Menghadiri acara budaya atau edukasi'},"{'Alat Olahraga', 'Buku Edukasi (Buku Teks, Latihan Soal, Kamus)'}",{'Sangat Tidak Setuju'},{'Netral'},{'Tidak Setuju'},{'Netral'},4
"{'Perlengkapan Seni/Kreatif', 'Alat Olahraga'}",{'Website Gramedia.com'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Untuk mengekspresikan kreativitas'}","{'Travelling', 'Melukis atau menggambar'}","{'Alat Musik & kesenian', 'Buku Edukasi (Buku Teks, Latihan Soal, Kamus)'}",{'Netral'},{'Sangat Tidak Setuju'},{'Sangat Setuju'},{'Sangat Setuju'},3
"{'Alat Musik', 'Alat Tulis Umum (Kantor/Sekolah)'}","{'Marketplace (Shopee, Tokopedia, dll.)'}",{'Untuk mengekspresikan kreativitas'},{'Membaca buku atau majalah'},"{'Buku fiksi (novel, komik, buku anak)', 'Buku Edukasi (Buku Teks, Latihan Soal, Kamus)'}",{'Setuju'},{'Tidak Setuju'},{'Tidak Setuju'},{'Tidak Setuju'},2
"{'Perlengkapan Seni/Kreatif', 'Alat Musik', 'Perlengkapan Kantor atau Sekolah'}",{'Website Gramedia.com'},"{'Hiburan atau relaksasi', 'Menambah pengetahuan', 'Untuk mengekspresikan kreativitas'}","{'Menghadiri acara budaya atau edukasi', 'Olahraga', 'Menulis (diari, blog, atau lainnya)'}","{'Buku non-fiksi (pengembangan diri, sejarah, agama)', 'Buku fiksi (novel, komik, buku anak)', 'Kesehatan dan Kecantikan'}",{'Setuju'},{'Netral'},{'Sangat Tidak Setuju'},{'Netral'},4
{'Mainan/Collectible item'},{'Toko buku independen lainnya'},{'Untuk mengekspresikan kreativitas'},{'Melukis atau menggambar'},"{'Buku non-fiksi (pengembangan diri, sejarah, agama)', 'Kesehatan dan Kecantikan'}",{'Sangat Setuju'},{'Sangat Setuju'},{'Setuju'},{'Sangat Setuju'},1
{'Alat Musik'},{'Aplikasi Gramedia.com'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Untuk mengekspresikan kreativitas'}",{'Bermain musik'},{'Kesehatan dan Kecantikan'},{'Tidak Setuju'},{'Sangat Tidak Setuju'},{'Netral'},{'Sangat Setuju'},3
"{'Jurnal/Perencana (Planner)', 'Alat Tulis Umum (Kantor/Sekolah)'}",{'Toko buku independen lainnya'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri""}",{'Olahraga'},"{'Mainan', 'Alat Musik & kesenian'}",{'Tidak Setuju'},{'Tidak Setuju'},{'Sangat Setuju'},{'Tidak Setuju'},0
"{'Jurnal/Perencana (Planner)', 'Alat Olahraga', 'Alat Tulis Umum (Kantor/Sekolah)'}",{'Toko Gramedia'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', 'Untuk mengekspresikan kreativitas'}",{'Menghadiri acara budaya atau edukasi'},"{'Buku Edukasi (Buku Teks, Latihan Soal, Kamus)'}",{'Tidak Setuju'},{'Sangat Setuju'},{'Sangat Tidak Setuju'},{'Tidak Setuju'},2
"{'Buku Non-Fiksi (Pengembangan Diri, Bisnis, dll.)', 'Komik/Novel Grafis', 'Alat Musik'}","{'Marketplace (Shopee, Tokopedia, dll.)'}","{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', 'Menambah pengetahuan'}",{'Bermain game (offline/online)'},"{'Alat Tulis kantor atau sekolah', 'Alat Olahraga'}",{'Setuju'},{'Sangat Setuju'},{'Tidak Setuju'},{'Setuju'},4
"{'Jurnal/Perencana (Planner)', 'Alat Musik', 'Alat Olahraga'}",{'Aplikasi Gramedia Digital (ebook)'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Menambah pengetahuan', 'Untuk mengekspresikan kreativitas'}","{'Bermain musik', 'Travelling'}","{'Mainan', 'Alat Musik & kesenian'}",{'Setuju'},{'Setuju'},{'Sangat Setuju'},{'Setuju'},2
"{'Buku Non-Fiksi (Pengembangan Diri, Bisnis, dll.)', 'Komik/Novel Grafis', 'Alat Olahraga'}","{'Marketplace (Shopee, Tokopedia, dll.)'}","{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Hiburan atau relaksasi', 'Menambah pengetahuan'}","{'Travelling', 'Menulis (diari, blog, atau lainnya)'}","{'Buku non-fiksi (pengembangan diri, sejarah, agama)'}",{'Sangat Tidak Setuju'},{'Tidak Setuju'},{'Sangat Tidak Setuju'},{'Tidak Setuju'},5
{'Perlengkapan Seni/Kreatif'},{'Toko alat tulis lainnya'},"{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', 'Kado atau hadiah'}","{'Bermain game (offline/online)', 'Menghadiri acara budaya atau edukasi', 'Membaca buku atau majalah'}","{'Buku non-fiksi (pengembangan diri, sejarah, agama)', 'Buku Edukasi (Buku Teks, Latihan Soal, Kamus)'}",{'Netral'},{'Sangat Setuju'},{'Sangat Tidak Setuju'},{'Sangat Tidak Setuju'},5
{'Komik/Novel Grafis'},{'Website Gramedia.com'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', 'Menambah pengetahuan'}","{'Belanja online/offline', 'Travelling', 'Melukis atau menggambar'}","{'Alat Musik & kesenian', 'Alat Tulis kantor atau sekolah', 'Alat Olahraga'}",{'Tidak Setuju'},{'Netral'},{'Tidak Setuju'},{'Netral'},4
{'Perlengkapan Seni/Kreatif'},{'Aplikasi Gramedia.com'},{'Untuk mengekspresikan kreativitas'},"{'Bermain game (offline/online)', 'Belanja online/offline', 'Membaca buku atau majalah'}","{'Buku fiksi (novel, komik, buku anak)', 'Alat Olahraga'}",{'Setuju'},{'Netral'},{'Sangat Setuju'},{'Sangat Setuju'},2
"{'Buku Non-Fiksi (Pengembangan Diri, Bisnis, dll.)', 'Buku Pelajaran/Edukasi (Termasuk Latihan Soal, Kamus)', 'Alat Tulis Umum (Kantor/Sekolah)'}",{'Toko buku independen lainnya'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Hiburan atau relaksasi'}","{'Bermain game (offline/online)', 'Belanja online/offline', 'Menulis (diari, blog, atau lainnya)'}","{'Alat Tulis kantor atau sekolah', 'Alat Olahraga', 'Buku Edukasi (Buku Teks, Latihan Soal, Kamus)'}",{'Sangat Tidak Setuju'},{'Netral'},{'Netral'},{'Sangat Tidak Setuju'},0
{'Perlengkapan Seni/Kreatif'},{'Aplikasi Gramedia.com'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Kado atau hadiah'}","{'Bermain game (offline/online)', 'Travelling'}","{'Buku fiksi (novel, komik, buku anak)', 'Kesehatan dan Kecantikan', 'Buku Edukasi (Buku Teks, Latihan Soal, Kamus)'}",{'Sangat Tidak Setuju'},{'Sangat Tidak Setuju'},{'Sangat Tidak Setuju'},{'Tidak Setuju'},5
"{'Buku Anak', 'Buku Pelajaran/Edukasi (Termasuk Latihan Soal, Kamus)'}",{'Toko alat tulis lainnya'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Kado atau hadiah'}",{'Belanja online/offline'},"{'Mainan', 'Alat Olahraga', 'Buku Edukasi (Buku Teks, Latihan Soal, Kamus)'}",{'Netral'},{'Netral'},{'Tidak Setuju'},{'Sangat Tidak Setuju'},4
"{'Jurnal/Perencana (Planner)', 'Buku Pelajaran/Edukasi (Termasuk Latihan Soal, Kamus)'}",{'Website Gramedia.com'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Menambah pengetahuan', 'Kado atau hadiah'}","{'Travelling', 'Menghadiri acara budaya atau edukasi'}","{'Mainan', 'Alat Musik & kesenian', 'Alat Tulis kantor atau sekolah'}",{'Sangat Tidak Setuju'},{'Sangat Setuju'},{'Sangat Setuju'},{'Tidak Setuju'},4
"{'Komik/Novel Grafis', 'Alat Olahraga'}",{'Toko Gramedia'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri""}","{'Menghadiri acara budaya atau edukasi', 'Menulis (diari, blog, atau lainnya)'}","{'Buku non-fiksi (pengembangan diri, sejarah, agama)', 'Kesehatan dan Kecantikan'}",{'Netral'},{'Tidak Setuju'},{'Netral'},{'Sangat Setuju'},0
{'Novel Fiksi'},{'Website Gramedia.com'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Hiburan atau relaksasi', 'Kado atau hadiah'}","{'Menulis (diari, blog, atau lainnya)'}","{'Mainan', 'Buku non-fiksi (pengembangan diri, sejarah, agama)'}",{'Sangat Tidak Setuju'},{'Sangat Tidak Setuju'},{'Netral'},{'Tidak Setuju'},3
"{'Buku Non-Fiksi (Pengembangan Diri, Bisnis, dll.)', 'Alat Olahraga', 'Buku Pelajaran/Edukasi (Termasuk Latihan Soal, Kamus)'}","{'Marketplace (Shopee, Tokopedia, dll.)'}","{'Hiburan atau relaksasi', 'Menambah pengetahuan', 'Kado atau hadiah'}",{'Melukis atau menggambar'},"{'Kesehatan dan Kecantikan', 'Alat Olahraga'}",{'Tidak Setuju'},{'Sangat Setuju'},{'Tidak Setuju'},{'Sangat Setuju'},0
"{'Novel Fiksi', 'Alat Olahraga'}",{'Toko Gramedia'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Menambah pengetahuan', ""Sebagai bentuk 'self-reward' atau apresiasi diri""}",{'Melukis atau menggambar'},{'Alat Tulis kantor atau sekolah'},{'Netral'},{'Sangat Setuju'},{'Setuju'},{'Sangat Setuju'},4
"{'Novel Fiksi', 'Perlengkapan Seni/Kreatif', 'Alat Musik'}",{'Aplikasi Gramedia.com'},"{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', 'Kado atau hadiah'}","{'Belanja online/offline', 'Membaca buku atau majalah', 'Olahraga'}","{'Alat Musik & kesenian', 'Kesehatan dan Kecantikan', 'Alat Olahraga'}",{'Sangat Setuju'},{'Netral'},{'Tidak Setuju'},{'Sangat Setuju'},1
"{'Mainan/Collectible item', 'Buku Non-Fiksi (Pengembangan Diri, Bisnis, dll.)', 'Perlengkapan Kantor atau Sekolah'}",{'Aplikasi Gramedia Digital (ebook)'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)'}","{'Belanja online/offline', 'Menghadiri acara budaya atau edukasi', 'Membaca buku atau majalah'}","{'Mainan', 'Alat Tulis kantor atau sekolah'}",{'Sangat Tidak Setuju'},{'Setuju'},{'Tidak Setuju'},{'Setuju'},1
{'Alat Tulis Umum (Kantor/Sekolah)'},{'Toko alat tulis lainnya'},"{'Menambah pengetahuan', 'Kado atau hadiah'}",{'Bermain musik'},"{'Mainan', 'Buku non-fiksi (pengembangan diri, sejarah, agama)', 'Buku fiksi (novel, komik, buku anak)'}",{'Setuju'},{'Sangat Tidak Setuju'},{'Setuju'},{'Sangat Tidak Setuju'},1
"{'Novel Fiksi', 'Alat Olahraga', 'Buku Pelajaran/Edukasi (Termasuk Latihan Soal, Kamus)'}",{'Toko alat tulis lainnya'},"{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)'}","{'Menulis (diari, blog, atau lainnya)'}","{'Alat Musik & kesenian', 'Kesehatan dan Kecantikan'}",{'Tidak Setuju'},{'Setuju'},{'Tidak Setuju'},{'Tidak Setuju'},2
"{'Buku Non-Fiksi (Pengembangan Diri, Bisnis, dll.)', 'Buku Pelajaran/Edukasi (Termasuk Latihan Soal, Kamus)'}",{'Toko buku independen lainnya'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', 'Menambah pengetahuan'}","{'Membaca buku atau majalah', 'Olahraga'}",{'Kesehatan dan Kecantikan'},{'Sangat Setuju'},{'Sangat Setuju'},{'Setuju'},{'Netral'},1
"{'Buku Non-Fiksi (Pengembangan Diri, Bisnis, dll.)'}",{'Aplikasi Gramedia.com'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)'}","{'Bermain musik', 'Belanja online/offline', 'Melukis atau menggambar'}","{'Mainan', 'Kesehatan dan Kecantikan', 'Buku Edukasi (Buku Teks, Latihan Soal, Kamus)'}",{'Tidak Setuju'},{'Setuju'},{'Setuju'},{'Tidak Setuju'},2
{'Perlengkapan Kantor atau Sekolah'},{'Toko Gramedia'},{'Kado atau hadiah'},"{'Belanja online/offline', 'Menghadiri acara budaya atau edukasi', 'Membaca buku atau majalah'}","{'Mainan', 'Kesehatan dan Kecantikan', 'Alat Olahraga'}",{'Netral'},{'Sangat Tidak Setuju'},{'Tidak Setuju'},{'Sangat Tidak Setuju'},4
"{'Alat Olahraga', 'Buku Pelajaran/Edukasi (Termasuk Latihan Soal, Kamus)'}",{'Website Gramedia.com'},{'Hiburan atau relaksasi'},"{'Menulis (diari, blog, atau lainnya)', 'Travelling', 'Olahraga'}",{'Alat Tulis kantor atau sekolah'},{'Netral'},{'Tidak Setuju'},{'Netral'},{'Setuju'},5
"{'Buku Pelajaran/Edukasi (Termasuk Latihan Soal, Kamus)', 'Alat Olahraga'}",{'Website Gramedia.com'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', 'Menambah pengetahuan'}",{'Bermain musik'},"{'Buku non-fiksi (pengembangan diri, sejarah, agama)', 'Alat Musik & kesenian', 'Buku fiksi (novel, komik, buku anak)'}",{'Sangat Tidak Setuju'},{'Netral'},{'Tidak Setuju'},{'Netral'},4
"{'Jurnal/Perencana (Planner)', 'Buku Anak', 'Alat Tulis Umum (Kantor/Sekolah)'}",{'Toko alat tulis lainnya'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', ""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Untuk mengekspresikan kreativitas'}","{'Bermain musik', 'Travelling', 'Olahraga'}","{'Buku Edukasi (Buku Teks, Latihan Soal, Kamus)'}",{'Netral'},{'Netral'},{'Sangat Tidak Setuju'},{'Netral'},4
"{'Perlengkapan Seni/Kreatif', 'Alat Olahraga'}",{'Website Gramedia.com'},"{'Menambah pengetahuan', 'Untuk mengekspresikan kreativitas', 'Kado atau hadiah'}",{'Membaca buku atau majalah'},"{'Alat Musik & kesenian', 'Kesehatan dan Kecantikan', 'Alat Olahraga'}",{'Setuju'},{'Netral'},{'Tidak Setuju'},{'Sangat Tidak Setuju'},4
"{'Mainan/Collectible item', 'Novel Fiksi'}",{'Aplikasi Gramedia.com'},{'Kado atau hadiah'},"{'Menulis (diari, blog, atau lainnya)', 'Olahraga'}","{'Buku fiksi (novel, komik, buku anak)'}",{'Sangat Setuju'},{'Tidak Setuju'},{'Netral'},{'Sangat Tidak Setuju'},5
"{'Buku Non-Fiksi (Pengembangan Diri, Bisnis, dll.)', 'Buku Pelajaran/Edukasi (Termasuk Latihan Soal, Kamus)'}",{'Aplikasi Gramedia Digital (ebook)'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Kado atau hadiah'}","{'Belanja online/offline', 'Melukis atau menggambar'}","{'Buku fiksi (novel, komik, buku anak)', 'Kesehatan dan Kecantikan', 'Alat Olahraga'}",{'Sangat Tidak Setuju'},{'Tidak Setuju'},{'Netral'},{'Setuju'},0
{'Mainan/Collectible item'},{'Aplikasi Gramedia Digital (ebook)'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Hiburan atau relaksasi', 'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)'}","{'Bermain musik', 'Membaca buku atau majalah', 'Menulis (diari, blog, atau lainnya)'}","{'Buku non-fiksi (pengembangan diri, sejarah, agama)', 'Kesehatan dan Kecantikan'}",{'Setuju'},{'Sangat Setuju'},{'Netral'},{'Tidak Setuju'},2
{'Perlengkapan Kantor atau Sekolah'},"{'Marketplace (Shopee, Tokopedia, dll.)'}","{""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Untuk mengekspresikan kreativitas'}","{'Membaca buku atau majalah', 'Melukis atau menggambar'}","{'Buku fiksi (novel, komik, buku anak)', 'Alat Tulis kantor atau sekolah', 'Buku Edukasi (Buku Teks, Latihan Soal, Kamus)'}",{'Sangat Tidak Setuju'},{'Tidak Setuju'},{'Netral'},{'Sangat Setuju'},3
{'Jurnal/Perencana (Planner)'},{'Toko alat tulis lainnya'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', 'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)'}",{'Travelling'},{'Alat Musik & kesenian'},{'Netral'},{'Sangat Setuju'},{'Tidak Setuju'},{'Sangat Tidak Setuju'},4
{'Novel Fiksi'},{'Toko buku independen lainnya'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)'}","{'Olahraga', 'Membaca buku atau majalah'}","{'Buku non-fiksi (pengembangan diri, sejarah, agama)'}",{'Tidak Setuju'},{'Netral'},{'Setuju'},{'Sangat Tidak Setuju'},1
"{'Mainan/Collectible item', 'Alat Musik'}",{'Toko alat tulis lainnya'},"{'Menambah pengetahuan', 'Untuk mengekspresikan kreativitas'}",{'Belanja online/offline'},{'Mainan'},{'Tidak Setuju'},{'Netral'},{'Setuju'},{'Sangat Setuju'},1
"{'Jurnal/Perencana (Planner)', 'Buku Anak'}",{'Toko buku independen lainnya'},{'Kado atau hadiah'},"{'Menulis (diari, blog, atau lainnya)'}","{'Alat Musik & kesenian', 'Kesehatan dan Kecantikan', 'Alat Olahraga'}",{'Sangat Setuju'},{'Netral'},{'Netral'},{'Netral'},1
"{'Jurnal/Perencana (Planner)', 'Buku Anak', 'Komik/Novel Grafis'}",{'Toko buku independen lainnya'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', 'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)'}",{'Travelling'},"{'Kesehatan dan Kecantikan', 'Buku Edukasi (Buku Teks, Latihan Soal, Kamus)'}",{'Sangat Setuju'},{'Sangat Setuju'},{'Netral'},{'Setuju'},1
"{'Buku Anak', 'Buku Pelajaran/Edukasi (Termasuk Latihan Soal, Kamus)'}",{'Toko buku independen lainnya'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Menambah pengetahuan', 'Untuk mengekspresikan kreativitas'}","{'Menghadiri acara budaya atau edukasi', 'Olahraga'}","{'Alat Tulis kantor atau sekolah', 'Kesehatan dan Kecantikan'}",{'Setuju'},{'Tidak Setuju'},{'Netral'},{'Setuju'},0
{'Jurnal/Perencana (Planner)'},{'Toko buku independen lainnya'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Menambah pengetahuan', 'Kado atau hadiah'}","{'Belanja online/offline', 'Melukis atau menggambar'}","{'Alat Tulis kantor atau sekolah', 'Buku Edukasi (Buku Teks, Latihan Soal, Kamus)'}",{'Sangat Tidak Setuju'},{'Setuju'},{'Tidak Setuju'},{'Netral'},4
"{'Komik/Novel Grafis', 'Buku Pelajaran/Edukasi (Termasuk Latihan Soal, Kamus)'}",{'Toko Gramedia'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', 'Untuk mengekspresikan kreativitas'}",{'Bermain game (offline/online)'},"{'Buku fiksi (novel, komik, buku anak)', 'Buku Edukasi (Buku Teks, Latihan Soal, Kamus)'}",{'Tidak Setuju'},{'Tidak Setuju'},{'Setuju'},{'Sangat Tidak Setuju'},0
"{'Novel Fiksi', 'Perlengkapan Kantor atau Sekolah'}",{'Aplikasi Gramedia.com'},"{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', 'Hiburan atau relaksasi', 'Kado atau hadiah'}",{'Melukis atau menggambar'},"{'Kesehatan dan Kecantikan', 'Alat Musik & kesenian', 'Alat Tulis kantor atau sekolah'}",{'Tidak Setuju'},{'Setuju'},{'Sangat Tidak Setuju'},{'Netral'},5
{'Alat Musik'},{'Aplikasi Gramedia.com'},{'Hiburan atau relaksasi'},"{'Belanja online/offline', 'Menghadiri acara budaya atau edukasi', 'Olahraga'}","{'Alat Tulis kantor atau sekolah', 'Alat Olahraga'}",{'Sangat Tidak Setuju'},{'Sangat Tidak Setuju'},{'Setuju'},{'Tidak Setuju'},3
{'Alat Olahraga'},{'Aplikasi Gramedia Digital (ebook)'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Untuk mengekspresikan kreativitas'}",{'Bermain musik'},{'Kesehatan dan Kecantikan'},{'Setuju'},{'Netral'},{'Sangat Setuju'},{'Netral'},2
"{'Buku Non-Fiksi (Pengembangan Diri, Bisnis, dll.)', 'Perlengkapan Kantor atau Sekolah', 'Alat Tulis Umum (Kantor/Sekolah)'}",{'Toko buku independen lainnya'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Hiburan atau relaksasi', 'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)'}","{'Bermain game (offline/online)', 'Membaca buku atau majalah', 'Menulis (diari, blog, atau lainnya)'}",{'Kesehatan dan Kecantikan'},{'Tidak Setuju'},{'Sangat Setuju'},{'Netral'},{'Netral'},0
"{'Mainan/Collectible item', 'Perlengkapan Seni/Kreatif'}","{'Marketplace (Shopee, Tokopedia, dll.)'}",{'Menambah pengetahuan'},{'Olahraga'},"{'Buku non-fiksi (pengembangan diri, sejarah, agama)'}",{'Netral'},{'Sangat Setuju'},{'Netral'},{'Tidak Setuju'},4
"{'Alat Olahraga', 'Buku Pelajaran/Edukasi (Termasuk Latihan Soal, Kamus)', 'Alat Musik'}",{'Aplikasi Gramedia Digital (ebook)'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Menambah pengetahuan'}","{'Menulis (diari, blog, atau lainnya)', 'Travelling', 'Melukis atau menggambar'}","{'Buku non-fiksi (pengembangan diri, sejarah, agama)', 'Alat Tulis kantor atau sekolah', 'Buku Edukasi (Buku Teks, Latihan Soal, Kamus)'}",{'Tidak Setuju'},{'Tidak Setuju'},{'Netral'},{'Sangat Tidak Setuju'},0
{'Perlengkapan Seni/Kreatif'},{'Toko alat tulis lainnya'},{'Untuk mengekspresikan kreativitas'},"{'Bermain game (offline/online)', 'Melukis atau menggambar'}","{'Buku fiksi (novel, komik, buku anak)', 'Alat Tulis kantor atau sekolah', 'Buku Edukasi (Buku Teks, Latihan Soal, Kamus)'}",{'Tidak Setuju'},{'Sangat Setuju'},{'Sangat Setuju'},{'Tidak Setuju'},2
"{'Buku Anak', 'Komik/Novel Grafis', 'Alat Musik'}",{'Website Gramedia.com'},"{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', 'Menambah pengetahuan'}","{'Bermain game (offline/online)', 'Membaca buku atau majalah'}","{'Buku fiksi (novel, komik, buku anak)'}",{'Sangat Setuju'},{'Setuju'},{'Netral'},{'Netral'},4
"{'Buku Non-Fiksi (Pengembangan Diri, Bisnis, dll.)'}",{'Aplikasi Gramedia.com'},"{'Menambah pengetahuan', 'Kado atau hadiah'}","{'Travelling', 'Menghadiri acara budaya atau edukasi', 'Membaca buku atau majalah'}","{'Buku fiksi (novel, komik, buku anak)', 'Kesehatan dan Kecantikan', 'Alat Olahraga'}",{'Setuju'},{'Sangat Tidak Setuju'},{'Sangat Setuju'},{'Setuju'},5
{'Perlengkapan Seni/Kreatif'},{'Toko Gramedia'},"{'Hiburan atau relaksasi', 'Untuk mengekspresikan kreativitas'}","{'Travelling', 'Melukis atau menggambar'}","{'Kesehatan dan Kecantikan', 'Buku Edukasi (Buku Teks, Latihan Soal, Kamus)'}",{'Sangat Tidak Setuju'},{'Sangat Tidak Setuju'},{'Setuju'},{'Sangat Setuju'},3
"{'Novel Fiksi', 'Perlengkapan Seni/Kreatif', 'Komik/Novel Grafis'}",{'Toko alat tulis lainnya'},"{'Menambah pengetahuan', 'Untuk mengekspresikan kreativitas'}",{'Membaca buku atau majalah'},"{'Alat Musik & kesenian', 'Kesehatan dan Kecantikan'}",{'Sangat Setuju'},{'Sangat Setuju'},{'Sangat Tidak Setuju'},{'Netral'},4
"{'Jurnal/Perencana (Planner)', 'Buku Pelajaran/Edukasi (Termasuk Latihan Soal, Kamus)'}","{'Marketplace (Shopee, Tokopedia, dll.)'}","{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', 'Menambah pengetahuan', 'Kado atau hadiah'}","{'Belanja online/offline', 'Menghadiri acara budaya atau edukasi', 'Olahraga'}","{'Mainan', 'Buku non-fiksi (pengembangan diri, sejarah, agama)', 'Kesehatan dan Kecantikan'}",{'Sangat Tidak Setuju'},{'Netral'},{'Sangat Tidak Setuju'},{'Netral'},1
"{'Buku Non-Fiksi (Pengembangan Diri, Bisnis, dll.)'}",{'Aplikasi Gramedia.com'},"{'Hiburan atau relaksasi', 'Menambah pengetahuan'}","{'Bermain game (offline/online)', 'Menghadiri acara budaya atau edukasi', 'Membaca buku atau majalah'}","{'Mainan', 'Alat Musik & kesenian'}",{'Tidak Setuju'},{'Sangat Tidak Setuju'},{'Netral'},{'Sangat Tidak Setuju'},0
{'Perlengkapan Kantor atau Sekolah'},{'Toko buku independen lainnya'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Hiburan atau relaksasi', 'Menambah pengetahuan'}","{'Bermain musik', 'Belanja online/offline', 'Melukis atau menggambar'}","{'Kesehatan dan Kecantikan', 'Buku Edukasi (Buku Teks, Latihan Soal, Kamus)'}",{'Tidak Setuju'},{'Tidak Setuju'},{'Netral'},{'Tidak Setuju'},0
